Data Source in SDW: https://sdw.ecb.de/quickview.do?org.apache.struts.taglib.html.TOKEN=682c7f502e7266e963f768c6bcf933a1&SERIES_KEY=42.FM.B.ES.USD.DS.SC.ESGVTS5.HST&start=01-01-2021&end=&snapshot=&submitOptions.x=0&submitOptions.y=0&trans=N
,FM.B.ES.USD.DS.SC.ESGVTS5.HST
,"SPAIN SEN 5YR Credit Default Swap, provided by DataStream"
Collection:,End of period (E)
Period\Unit:,[Points ]
,,obs. status,obs. confidentiality
2022-06-23,55.7110000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-22,52.9860000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-21,51.7130000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-20,54.3210000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-17,57.5040000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-16,64.0190000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-15,66.8940000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-14,70.8740000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-13,62.7450000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-10,60.2670000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-09,59.2400000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-08,56.7980000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-07,54.8720000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-06,54.0150000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-03,53.7490000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-02,57.1660000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-01,53.8370000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-31,53.7550000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-30,52.1260000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-27,52.1330000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-26,52.9860000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-25,54.2360000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-24,54.6080000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-23,54.2240000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-20,54.9890000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-19,53.2320000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-18,52.1770000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-17,51.8950000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-16,52.8600000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-13,51.9290000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-12,52.5580000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-11,52.9580000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-10,53.9690000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-09,55.1350000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-06,53.1450000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-05,51.3140000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-04,50.6260000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-03,49.5840000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-02,47.2550000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-29,47.2580000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-28,46.4070000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-27,46.4680000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-26,46.0230000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-25,45.0260000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-22,44.0260000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-21,42.9050000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-20,42.4830000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-19,42.5300000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-18,42.4060000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-15,42.4760000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-14,42.4080000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-13,42.1970000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-12,41.6920000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-11,41.8100000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-08,44.4430000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-07,42.6230000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-06,42.3230000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-05,42.4390000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-04,40.8180000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-01,40.6560000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-31,39.5740000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-30,40.5830000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-29,40.9890000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-28,43.2910000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-25,42.7210000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-24,41.9650000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-23,41.1340000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-22,40.9010000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-21,41.1440000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-18,38.7830000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-17,39.2780000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-16,39.2750000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-15,43.7600000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-14,44.4920000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-11,44.9540000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-10,45.3910000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-09,41.0750000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-08,42.8740000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-07,50.8010000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-04,48.0760000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-03,43.2910000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-02,43.4890000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-01,42.5920000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-28,43.2850000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-25,41.3050000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-24,44.7150000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-23,42.0330000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-22,41.9800000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-21,42.6500000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-18,41.3340000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-17,40.4550000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-16,40.5340000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-15,41.3130000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-14,41.9360000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-11,41.5520000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-10,39.2610000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-09,38.3390000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-08,39.4390000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-07,40.6160000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-04,39.4110000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-03,35.4990000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-02,33.2880000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-01,33.6930000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-31,33.7650000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-28,34.1920000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-27,33.3020000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-26,33.6280000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-25,32.7880000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-24,33.0680000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-21,32.8490000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-20,32.2700000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-19,31.8990000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-18,32.7250000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-17,32.2830000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-14,31.2690000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-13,31.6570000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-12,31.9290000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-11,31.8710000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-10,31.4810000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-07,31.8710000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-06,31.7900000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-05,32.4870000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-04,32.9600000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-03,34.9720000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-31,34.9840000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-30,34.9040000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-29,35.2560000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-28,34.6860000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-27,34.4680000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-24,34.6290000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-23,35.0850000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-22,35.6100000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-21,35.5020000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-20,34.7740000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-17,34.8620000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-16,34.8790000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-15,34.7070000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-14,34.5350000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-13,34.6030000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-10,35.1040000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-09,35.6700000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-08,35.4080000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-07,34.8040000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-06,35.0720000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-03,34.6750000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-02,35.3760000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-01,35.3100000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-30,35.5690000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-29,35.1090000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-26,35.6640000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-25,34.9490000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-24,34.8250000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-23,34.7420000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-22,34.2910000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-19,34.2690000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-18,32.8890000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-17,33.0130000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-16,32.9620000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-15,33.0090000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-12,32.9210000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-11,32.7710000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-10,32.2770000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-09,31.8670000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-08,32.5270000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-05,32.5920000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-04,32.3390000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-03,32.9050000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-02,33.5660000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-01,34.4070000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-29,33.3910000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-28,30.8170000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-27,29.6960000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-26,29.8580000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-25,29.7580000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-22,29.8060000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-21,29.9440000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-20,29.8680000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-19,29.9890000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-18,30.0140000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-15,29.8430000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-14,30.3970000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-13,30.4750000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-12,30.8860000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-11,30.4940000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-08,30.5320000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-07,30.6720000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-06,31.1210000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-05,30.3510000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-04,30.2060000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-01,30.4980000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-30,30.5900000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-29,30.2770000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-28,30.7770000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-27,30.3700000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-24,30.7580000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-23,30.5470000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-22,30.9650000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-21,31.3980000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-20,31.7000000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-17,28.8750000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-16,29.1680000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-15,29.1680000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-14,29.3020000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-13,29.4810000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-10,29.6930000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-09,29.8600000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-08,30.1610000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-07,30.3120000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-06,29.8370000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-03,30.1620000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-02,30.0470000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-01,30.1050000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-31,30.1520000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-30,30.4630000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-27,30.0730000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-26,30.5870000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-25,30.2850000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-24,30.2060000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-23,30.1270000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-20,30.0450000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-19,30.6050000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-18,30.2360000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-17,30.4580000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-16,30.2540000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-13,29.7000000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-12,29.8530000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-11,30.2220000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-10,29.8800000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-09,29.6150000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-06,30.1640000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-05,30.5530000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-04,31.1900000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-03,30.1860000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-02,30.0660000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-30,30.5200000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-29,30.6490000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-28,30.6500000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-27,30.6550000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-26,30.5540000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-23,29.8040000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-22,30.4080000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-21,30.7240000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-20,31.9430000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-19,31.0040000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-16,30.3560000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-15,30.6570000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-14,30.7710000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-13,30.0690000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-12,29.9740000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-09,30.2100000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-08,30.6580000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-07,29.8290000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-06,29.9860000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-05,29.8500000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-02,29.8120000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-01,30.0830000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-30,30.0960000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-29,32.1830000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-28,32.6860000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-25,32.3980000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-24,33.7710000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-23,33.9550000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-22,34.1570000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-21,34.0600000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-18,34.6810000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-17,33.8630000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-16,33.8280000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-15,34.1370000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-14,34.2320000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-11,33.9830000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-10,34.4760000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-09,34.6920000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-08,35.0090000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-07,34.7420000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-04,34.8240000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-03,34.6180000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-02,34.7620000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-01,33.6760000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-31,34.6650000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-28,34.6430000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-27,34.5760000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-26,35.7560000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-25,35.4330000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-24,37.6430000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-21,36.7610000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-20,37.4140000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-19,38.7510000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-18,38.6940000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-17,38.1140000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-14,37.2500000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-13,35.8780000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-12,35.0300000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-11,35.1950000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-10,35.2440000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-07,36.2450000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-06,34.8960000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-05,34.3480000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-04,34.5830000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-03,34.2660000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-30,34.2340000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-29,34.0560000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-28,34.4320000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-27,34.5560000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-26,34.8410000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-23,34.3950000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-22,33.9720000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-21,33.4540000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-20,34.5700000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-19,34.4090000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-16,35.2500000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-15,34.7790000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-14,35.0660000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-13,33.3910000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-12,32.7770000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-09,33.3490000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-08,31.9800000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-07,33.4460000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-06,33.2170000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-05,32.7350000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-02,32.3630000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-01,32.5390000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-31,33.6620000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-30,33.8420000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-29,34.0230000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-26,34.0620000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-25,33.9500000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-24,34.0510000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-23,33.6050000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-22,34.3920000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-19,31.2130000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-18,31.1560000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-17,31.6820000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-16,31.3640000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-15,30.8570000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-12,31.2130000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-11,31.0230000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-10,31.9910000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-09,31.8610000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-08,33.4310000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-05,34.4030000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-04,35.0490000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-03,34.7290000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-02,34.8660000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-01,34.4130000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-26,35.5860000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-25,34.4840000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-24,33.9320000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-23,35.1960000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-22,36.0110000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-19,36.1540000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-18,37.1790000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-17,36.1260000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-16,35.4540000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-15,36.4750000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-12,37.5270000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-11,38.3520000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-10,38.4870000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-09,39.4630000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-08,40.2220000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-05,41.0920000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-04,42.0440000,Normal value (A),Not for publication, restricted for internal use only (N)
