Data Source in SDW: https://sdw.ecb.de/quickview.do?org.apache.struts.taglib.html.TOKEN=1a35b53ab43b4fe981667ed95c8df53a&SERIES_KEY=42.FM.B.DE.USD.DS.SC.BDGVTS5.HST&start=01-01-2021&end=&snapshot=&submitOptions.x=0&submitOptions.y=0&trans=N
,FM.B.DE.USD.DS.SC.BDGVTS5.HST
,"GERMANY SEN 5YR Credit Default Swap, provided by DataStream"
Collection:,End of period (E)
Period\Unit:,[Points ]
,,obs. status,obs. confidentiality
2022-06-23,12.6090000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-22,12.2650000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-21,11.8990000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-20,11.8280000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-17,11.9240000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-16,12.5540000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-15,12.2240000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-14,12.7990000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-13,11.9100000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-10,12.4000000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-09,12.6620000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-08,12.4380000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-07,11.5910000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-06,12.6320000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-03,12.3640000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-02,12.4270000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-01,11.8340000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-31,11.9830000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-30,11.4040000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-27,11.4830000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-26,12.3940000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-25,12.2040000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-24,12.4010000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-23,12.1390000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-20,12.7720000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-19,12.3890000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-18,12.8030000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-17,12.7570000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-16,12.9470000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-13,12.3280000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-12,12.8990000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-11,12.7870000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-10,12.6960000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-09,12.7420000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-06,12.9370000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-05,12.7890000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-04,12.8480000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-03,12.5830000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-05-02,12.6350000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-29,12.7260000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-28,12.7520000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-27,13.3320000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-26,13.5760000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-25,13.1610000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-22,13.4980000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-21,13.5620000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-20,13.4070000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-19,13.3000000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-18,13.2000000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-15,13.1540000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-14,13.6540000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-13,13.2010000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-12,14.4990000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-11,14.6210000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-08,14.8460000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-07,13.8650000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-06,14.0350000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-05,14.8780000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-04,14.8390000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-04-01,13.3230000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-31,14.8190000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-30,15.0590000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-29,14.7240000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-28,15.2860000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-25,15.2080000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-24,15.1150000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-23,15.4630000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-22,15.3310000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-21,15.2540000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-18,15.2370000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-17,14.7160000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-16,14.8010000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-15,16.2500000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-14,16.4420000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-11,16.5910000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-10,16.5080000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-09,17.1670000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-08,18.7110000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-07,16.0080000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-04,13.3550000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-03,11.2090000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-02,10.9530000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-03-01,9.3300000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-28,8.8130000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-25,7.8280000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-24,8.2740000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-23,8.0040000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-22,7.5600000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-21,7.8940000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-18,7.4970000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-17,7.4710000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-16,7.2410000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-15,7.5220000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-14,7.5570000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-11,7.9260000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-10,8.1010000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-09,8.2720000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-08,8.1890000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-07,8.3850000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-04,7.2840000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-03,7.3730000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-02,7.5390000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-02-01,7.4900000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-31,7.5830000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-28,7.5030000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-27,7.8850000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-26,8.3860000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-25,8.4080000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-24,8.6350000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-21,8.5970000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-20,8.3980000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-19,8.3170000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-18,8.8520000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-17,8.5370000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-14,8.8730000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-13,8.5170000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-12,8.4990000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-11,8.7350000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-10,8.8400000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-07,8.9150000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-06,8.8130000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-05,8.8910000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-04,8.7460000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-01-03,9.1010000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-31,9.0480000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-30,8.7230000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-29,8.6820000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-28,9.0580000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-27,9.0590000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-24,9.1010000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-23,9.1290000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-22,9.1300000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-21,9.1270000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-20,9.1290000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-17,9.1350000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-16,9.1270000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-15,9.1350000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-14,9.1360000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-13,9.1420000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-10,8.7840000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-09,8.6900000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-08,8.8000000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-07,8.7930000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-06,8.7600000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-03,8.7010000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-02,8.8440000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-12-01,9.1370000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-30,9.1500000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-29,9.2400000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-26,9.1580000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-25,8.7750000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-24,8.6700000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-23,8.7550000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-22,8.8400000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-19,8.9760000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-18,8.7910000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-17,8.7460000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-16,8.7630000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-15,9.2250000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-12,9.0080000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-11,8.8890000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-10,9.2020000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-09,9.1800000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-08,9.1420000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-05,9.3110000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-04,9.2350000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-03,9.3600000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-02,9.4600000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-11-01,9.4330000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-29,9.3600000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-28,9.2760000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-27,9.2150000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-26,9.2340000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-25,9.2080000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-22,9.2280000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-21,8.9390000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-20,9.2170000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-19,9.2840000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-18,9.2600000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-15,9.1820000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-14,9.2350000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-13,9.3140000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-12,9.1210000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-11,9.2350000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-08,9.1790000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-07,9.1910000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-06,9.2160000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-05,9.1940000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-04,9.1950000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-10-01,9.1330000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-30,9.4170000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-29,8.7780000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-28,8.9480000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-27,9.3990000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-24,8.7390000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-23,8.7790000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-22,9.1580000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-21,9.1140000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-20,9.5650000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-17,9.0670000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-16,8.7950000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-15,8.6420000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-14,9.9870000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-13,9.0220000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-10,9.4330000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-09,9.6510000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-08,9.8320000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-07,9.6060000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-06,9.4250000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-03,10.0950000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-02,9.2360000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-09-01,9.5360000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-31,9.8040000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-30,9.5890000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-27,9.7970000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-26,9.8050000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-25,10.1980000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-24,9.9330000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-23,10.0280000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-20,10.4370000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-19,10.0270000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-18,10.0860000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-17,10.1370000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-16,10.0780000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-13,9.6400000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-12,9.7010000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-11,9.7280000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-10,9.7180000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-09,9.5240000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-06,9.7320000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-05,9.3350000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-04,9.7270000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-03,9.7650000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-08-02,9.7810000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-30,9.7920000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-29,9.7100000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-28,9.8950000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-27,9.7030000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-26,9.7330000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-23,10.4300000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-22,10.2800000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-21,10.3270000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-20,10.3750000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-19,9.9190000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-16,10.1460000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-15,10.2030000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-14,10.3660000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-13,10.2370000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-12,10.2660000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-09,9.9500000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-08,10.2670000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-07,10.0160000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-06,10.0550000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-05,10.4650000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-02,10.1280000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-07-01,10.2650000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-30,10.3560000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-29,10.3570000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-28,10.4620000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-25,10.3820000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-24,10.4690000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-23,10.6410000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-22,10.6870000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-21,10.9730000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-18,10.4310000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-17,10.4690000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-16,10.3340000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-15,10.2730000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-14,10.4010000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-11,10.3620000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-10,10.4040000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-09,10.3600000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-08,10.2160000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-07,10.6480000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-04,10.4470000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-03,10.5820000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-02,10.3830000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-06-01,10.8060000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-31,10.4370000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-28,10.4010000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-27,10.5940000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-26,10.4790000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-25,10.5120000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-24,10.2500000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-21,10.5830000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-20,10.6560000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-19,10.6590000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-18,10.2630000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-17,10.7240000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-14,10.5690000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-13,10.3240000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-12,10.8700000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-11,11.0130000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-10,10.8580000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-07,10.9970000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-06,10.8890000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-05,10.3950000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-04,11.2000000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-05-03,11.1480000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-30,11.1140000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-29,10.8440000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-28,10.2620000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-27,10.7190000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-26,10.6590000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-23,10.5700000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-22,10.8360000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-21,10.8370000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-20,10.8130000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-19,11.0330000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-16,10.8890000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-15,11.0350000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-14,10.8260000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-13,10.6130000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-12,10.3500000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-09,10.7280000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-08,10.3570000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-07,10.4270000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-06,10.1790000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-05,10.0630000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-02,10.0420000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-04-01,10.0610000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-31,10.5340000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-30,10.6120000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-29,10.2770000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-26,10.3360000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-25,10.4230000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-24,10.5080000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-23,9.9910000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-22,10.7280000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-19,9.7030000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-18,10.0640000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-17,10.0700000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-16,10.0660000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-15,10.0710000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-12,10.0720000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-11,10.0700000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-10,10.1430000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-09,10.1670000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-08,10.0780000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-05,10.1770000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-04,10.1130000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-03,10.1120000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-02,10.1170000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-03-01,10.1110000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-26,10.2180000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-25,10.1930000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-24,10.2210000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-23,10.2470000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-22,10.2210000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-19,10.2380000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-18,10.2420000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-17,10.2970000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-16,10.3010000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-15,10.8440000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-12,11.1660000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-11,11.2840000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-10,11.1070000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-09,11.2340000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-08,11.0740000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-05,11.1770000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-04,11.1450000,Normal value (A),Not for publication, restricted for internal use only (N)
